"","SAMPLE_ID","GENUS","GENUS_NAME","CVM_NUMBER","GROWTH","SPECIES","SEROTYPE","ANTIGENIC_FORMULA","ISOLATE_ID","RECEIVED_DATE","PLATE","STATE","Month","Year","MEAT_TYPE","CUTS","SELLBY_DATE","ACQUISITION_DATE","COMPLETED_BY","ORGANIC_IND","ANTIBIOTIC_IND","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","AMC.Sign","AMC","AMC.SIR","AMI.Sign","AMI","AMI.SIR","AMP.Sign","AMP","AMP.SIR","ATM.Sign","ATM","ATM.SIR","AXO.Sign","AXO","AXO.SIR","AZI.Sign","AZI","AZI.SIR","BAC.Sign","BAC","BAC.SIR","CAZ.Sign","CAZ","CAZ.SIR","CCV.Sign","CCV","CCV.SIR","CEP.Sign","CEP","CEP.SIR","CEQ.Sign","CEQ","CEQ.SIR","CHL.Sign","CHL","CHL.SIR","CIP.Sign","CIP","CIP.SIR","CLI.Sign","CLI","CLI.SIR","COT.Sign","COT","COT.SIR","CTC.Sign","CTC","CTC.SIR","CTX.Sign","CTX","CTX.SIR","DAP.Sign","DAP","DAP.SIR","DOX.Sign","DOX","DOX.SIR","ERY.Sign","ERY","ERY.SIR","FEP.Sign","FEP","FEP.SIR","FFN.Sign","FFN","FFN.SIR","FIS.Sign","FIS","FIS.SIR","FLA.Sign","FLA","FLA.SIR","FOX.Sign","FOX","FOX.SIR","GEN.Sign","GEN","GEN.SIR","IMI.Sign","IMI","IMI.SIR","KAN.Sign","KAN","KAN.SIR","LIN.Sign","LIN","LIN.SIR","LZD.Sign","LZD","LZD.SIR","MER.Sign","MER","MER.SIR","NAL.Sign","NAL","NAL.SIR","NIT.Sign","NIT","NIT.SIR","PEN.Sign","PEN","PEN.SIR","PTZ.Sign","PTZ","PTZ.SIR","QDA.Sign","QDA","QDA.SIR","SAL.Sign","SAL","SAL.SIR","SMX.Sign","SMX","SMX.SIR","STR.Sign","Str","STR.SIR","TEL.Sign","TEL","TEL.SIR","TET.Sign","TET","TET.SIR","TGC.Sign","TGC","TGC.SIR","TIO.Sign","TIO","TIO.SIR","TYL.Sign","TYL","TYL.SIR","VAN.Sign","VAN","VAN.SIR","APR.Sign","APR","DAN.Sign","DAN","DIF.Sign","DIF","EFX.Sign","EFX","GAT.Sign","GAT","LVX.Sign","LVX","MAR.Sign","MAR","OBX.Sign","OBX","TIC.Sign","TIC","GENOTYPE","ACCESSION_NUMBER","Aminoglycoside.Resist.Genes","Beta.lactam.Resist.Genes","Glycopeptide.Resist.Genes","Macrolide.Resist.Genes","QAC.Resist.Genes","Quinolone.Resist.Genes","Sulfonamide.Resist.Genes","Tetracycline.Resist.Genes","Trimethoprim.Resist.Genes","Phenicol.Resist.Genes","Other.Classes.Resist.Genes","cefres"
"123","07CA05CB02","S","Salmonella","N14608","YES","","Kentucky","","07CA05CB02-S","9/17/07","CMV1AGNF","CA",5,2007,"CB","CUT/ GROUND","","5/21/07","MR","NO","","","FDA","Retail Chickens","Chickens","CUT/GROUND",">",32,"R","=",1,"S",">",32,"R","",NA,"","=",32,"R","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","=",0.25,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",32,"R","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"132","07CA05GT10","S","Salmonella","N14609","YES","","Schwarzengrund","","07CA05GT10-S","9/17/07","CMV1AGNF","CA",5,2007,"GT","","6/4/07","5/21/07","MR","NO","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",4,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",1,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"142","07CA06GB02","S","Salmonella","N14612","YES","","Montevideo","","07CA06GB02-S","9/17/07","CMV1AGNF","CA",6,2007,"GB","CUT/ GROUND","6/29/07","6/24/07","MR","NO","","","FDA","Retail Ground Beef","Cattle","CUT/GROUND","<=",1,"S","=",4,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"143","07CA06GT01","S","Salmonella","N14610","YES","","Reading","","07CA06GT01-S","9/17/07","CMV1AGNF","CA",6,2007,"GT","","7/7/07","6/24/07","MR","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",2,"S","=",1,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",16,"I","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",2,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"144","07CA06GT04","S","Salmonella","N14611","YES","","Senftenberg","","07CA06GT04-S","9/17/07","CMV1AGNF","CA",6,2007,"GT","","7/4/07","6/24/07","MR","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",32,"R","=",2,"S",">",32,"R","",NA,"","=",16,"R","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,">",32,"R","<=",0.015,"S","",NA,"","=",0.25,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"",">",32,"R",">",16,"R","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"",">",8,"R","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"R"
"155","07CA07CB10","S","Salmonella","N14802","YES","","Montevideo","","07CA07CB10-S","10/17/07","CMV1AGNF","CA",7,2007,"CB","","7/25/07","7/22/07","MR","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",16,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"158","07CA08CB02","S","Salmonella","N14803","YES","","Typhimurium","I  4,5,12:i1,2","07CA08CB02-S","10/17/07","CMV1AGNF","CA",8,2007,"CB","","8/18/07","8/18/07","MR","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",8,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"167","07CA09CB02","S","Salmonella","N14804","YES","","Mbandaka","","07CA09CB02-S","10/17/07","CMV1AGNF","CA",9,2007,"CB","","9/19/07","9/16/07","MR","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"170","07CA09CB08","S","Salmonella","N14805","YES","","Kentucky","","07CA09CB08-S","10/17/07","CMV1AGNF","CA",9,2007,"CB","","9/17/07","9/16/07","MR","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"182","07CA10GB05","S","Salmonella","N15740","YES","","Muenster","","07CA10GB05-S","1/24/08","CMV1AGNF","CA",10,2007,"GB","CUT/ GROUND","10/31/07","10/29/07","MR","NO","","","FDA","Retail Ground Beef","Cattle","CUT/GROUND","<=",1,"S","=",1,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",256,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"183","07CA10GT05","S","Salmonella","N15739","YES","","Heidelberg","","07CA10GT05-S","1/24/08","CMV1AGNF","CA",10,2007,"GT","","11/6/07","10/29/07","MR","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",16,"I","=",4,"S",">",32,"R","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",16,"I","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",8,"S","=",2,"S","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",2,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"194","07CA12CB01","S","Salmonella","N15741","YES","","Montevideo","","07CA12CB01-S","1/24/08","CMV1AGNF","CA",12,2007,"CB","","","12/16/07","RA","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",2,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",2,"S",">",16,"R","",NA,"","=",16,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"196","07CA12CB02","S","Salmonella","N15742","YES","","Hadar","","07CA12CB02-S","1/24/08","CMV1AGNF","CA",12,2007,"CB","","12/18/07","12/16/07","RA","NO","","","FDA","Retail Chickens","Chickens","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","=",0.03,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"209","07CO02GT01","S","Salmonella","N13110","YES","","Schwarzengrund","I  4,12:d:1,7","07CO02GT01-S","4/19/07","CMV1AGNF","CO",2,2007,"GT","CUT/ GROUND","2/7/07","2/4/07","","YES","","","FDA","Retail Ground Turkey","Turkeys","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"210","07CO02PC07","S","Salmonella","N13111","YES","","Typhimurium","I  4,5,12:i1,2","07CO02PC07-S","4/19/07","CMV1AGNF","CO",2,2007,"PC","CUT/ GROUND","3/1/07","2/26/07","","NO","","","FDA","Retail Pork Chops","Swine","CUT/GROUND","<=",1,"S","=",4,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"216","07CO03GT01","S","Salmonella","N13112","YES","","Saintpaul","I  4,12:e,h:1,2","07CO03GT01-S","4/19/07","CMV1AGNF","CO",3,2007,"GT","","3/13/07","3/5/07","","NO","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",128,"S","",NA,"","=",4,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"218","07CO03GT08","S","Salmonella","N13113","YES","","Heidelberg","I  4,5,12:r:1,2","07CO03GT08-S","4/19/07","CMV1AGNF","CO",3,2007,"GT","","3/14/07","3/12/07","","NO","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","<=",0.5,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"219","07CO03GT09","S","Salmonella","N13114","YES","","Heidelberg","I  4,5,12:r:1,2","07CO03GT09-S","4/19/07","CMV1AGNF","CO",3,2007,"GT","","4/2/07","3/26/07","","NO","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","=",0.5,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"223","07CO04GT03","S","Salmonella","N14744","YES","","Saintpaul","I  4,12:e,h:1,2","07CO04GT03-S","9/25/07","CMV1AGNF","CO",4,2007,"GT","","4/4/07","4/2/07","MP","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",2,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"224","07CO04GT04","S","Salmonella","N14745","YES","","Brandenburg","I 4,12:lv:en,z15","07CO04GT04-S","9/25/07","CMV1AGNF","CO",4,2007,"GT","","4/8/07","4/2/07","MP","NO","","","FDA","Retail Ground Turkey","Turkeys","","<=",1,"S","=",1,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",16,"I","<=",0.015,"S","",NA,"","=",0.25,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","=",8,"I","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"229","07CO05GB01","S","Salmonella","N14747","YES","","I 4,[5],12:i:-","I 4,12:i:-","07CO05GB01-S","9/25/07","CMV1AGNF","CO",5,2007,"GB","","5/18/07","5/7/07","MJ","NO","","","FDA","Retail Ground Beef","Cattle","","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",32,"S","",NA,"","=",2,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","<=",32,"S","",NA,"","<=",4,"S","",NA,"","=",2,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"230","07CO05GT05","S","Salmonella","N14746","YES","","Hadar","I  6,8:z10:e,n,x","07CO05GT05-S","9/25/07","CMV1AGNF","CO",5,2007,"GT","","5/21/07","5/14/07","MJ","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",4,"S","=",1,"S","=",2,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",4,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","<=",0.25,"S","",NA,"",">",64,"R","",NA,"","",NA,"","",NA,"","=",2,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",0.5,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"236","07CO06GT02","S","Salmonella","N14748","YES","","Saintpaul","I  4,12:e,h:1,2","07CO06GT02-S","9/25/07","CMV1AGNF","CO",6,2007,"GT","","6/14/07","6/3/07","MP","NO","","","FDA","Retail Ground Turkey","Turkeys","","=",8,"S","=",1,"S",">",32,"R","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"S","",NA,"","=",4,"S","<=",0.25,"S","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","=",64,"R","",NA,"",">",32,"R","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
"237","07CO06PC04","S","Salmonella","N14749","YES","","Montevideo","I  6,7:g,m,s:-","07CO06PC04-S","9/25/07","CMV1AGNF","CO",6,2007,"PC","CUT/ GROUND","6/6/07","6/3/07","MP","NO","","","FDA","Retail Pork Chops","Swine","CUT/GROUND","<=",1,"S","=",2,"S","<=",1,"S","",NA,"","<=",0.25,"S","",NA,"","",NA,"","",NA,"","",NA,NA,"",NA,"","",NA,NA,"=",8,"S","<=",0.015,"S","",NA,"","<=",0.125,"S","",NA,NA,"",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",256,"R","",NA,"","=",4,"S",">",16,"R","",NA,"","<=",8,"S","",NA,"","",NA,"","",NA,"","=",4,"S","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"","",NA,"",">",64,"R","",NA,"","<=",4,"S","",NA,"","=",1,"S","",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,"","","","","",NA,"N"
